GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Accept
3.04,1357,19,1,9,8,8,7,0,1,0,0,0,1,0,0,0,1
3.33,999,20,0,6,7,8,10,0,0,0,0,1,0,0,0,0,1
3.17,1202,18,0,6,7,7,6,1,3,0,0,1,0,0,0,0,1
3.56,1513,18,1,7,5,7,6,0,2,0,1,0,0,0,0,0,1
2.83,1122,21,1,6,5,6,6,1,0,0,0,1,0,0,0,0,0
3.43,1495,18,0,4,6,7,7,1,1,0,0,0,0,0,1,0,1
3.19,998,17,1,7,4,6,6,0,0,0,0,0,1,0,0,0,0
3.59,1303,18,0,8,5,6,9,0,0,1,0,0,0,0,0,1,1
3.27,1463,18,1,8,9,5,6,1,1,0,0,0,0,0,1,0,1
2.62,1464,18,1,7,9,8,6,0,0,1,0,0,0,1,0,0,1
3.41,1142,18,1,4,6,7,4,0,2,0,0,0,1,0,0,0,0
3.46,1101,18,1,5,9,9,3,0,1,0,0,1,0,0,0,0,1
3.09,1086,23,1,3,9,7,6,0,2,0,0,0,0,0,1,0,0
2.5,1334,20,0,9,3,7,8,0,0,0,0,0,0,0,1,0,0
3.54,1113,17,1,6,7,4,9,0,1,1,0,1,0,0,0,0,1
2.89,1386,17,0,5,7,9,6,0,0,1,0,0,0,1,0,0,1
2.44,1197,17,0,4,5,10,5,0,2,0,0,0,0,1,0,0,0
2.81,1260,17,0,7,6,4,6,0,1,0,1,0,0,0,0,0,0
2.82,1209,19,0,7,4,7,7,0,0,1,0,0,0,1,0,0,0
2.25,1123,18,1,5,8,7,10,0,0,0,1,0,0,0,0,0,0
3.3,1310,18,1,4,6,7,6,0,1,0,0,0,0,0,0,1,1
2.95,1200,21,0,7,9,6,2,0,2,0,0,0,0,0,0,1,0
3.09,1101,17,0,5,4,5,10,0,2,0,0,0,1,0,0,0,0
3.37,1150,21,0,7,5,6,8,0,1,1,1,0,0,0,0,0,1
2.56,1493,18,0,6,4,4,6,0,0,1,0,0,1,0,0,0,0
3.22,1243,17,1,5,7,8,7,0,0,0,0,0,0,0,1,0,1
3.31,1354,17,1,9,6,4,7,1,1,0,1,0,0,0,0,0,1
2.97,1211,18,1,9,8,5,5,1,2,0,1,0,0,0,0,0,1
3.29,1199,17,1,4,3,9,5,0,0,0,0,0,0,0,0,1,0
2.23,1139,21,0,5,7,7,6,0,1,0,1,0,0,0,0,0,0
3.16,1303,18,0,4,5,7,5,0,1,0,0,0,1,0,0,0,0
3.51,1536,18,1,5,9,7,10,0,1,0,0,0,0,1,0,0,1
4.0,1253,18,1,8,7,8,6,0,3,1,0,0,0,0,1,0,1
3.61,1132,18,1,10,7,8,5,0,1,0,1,0,0,0,0,0,1
3.46,957,17,1,10,5,6,7,0,1,0,0,0,0,1,0,0,0
3.16,1473,17,1,5,7,6,7,0,0,0,1,0,0,0,0,0,1
3.0,1045,20,1,9,5,6,10,0,1,0,0,0,1,0,0,0,0
2.75,1070,18,1,1,7,8,7,0,0,0,0,0,0,0,0,1,0
3.33,1491,17,1,7,7,6,6,0,3,0,0,0,0,0,1,0,1
3.6,1549,19,1,7,5,9,3,0,1,1,0,0,0,1,0,0,1
3.33,1434,19,0,8,6,5,10,0,0,1,0,0,0,0,1,0,1
2.64,1499,19,1,5,3,6,7,0,2,0,0,1,0,0,0,0,0
2.8,1172,18,0,8,4,1,5,0,1,1,0,0,1,0,0,0,0
2.4,1460,18,1,3,8,4,4,0,1,1,0,0,0,0,1,0,0
4.0,1135,18,0,7,5,7,8,0,1,1,0,1,0,0,0,0,1
3.6,847,17,1,6,9,7,3,0,1,0,0,0,0,0,1,0,0
3.02,1328,17,1,7,9,8,7,0,1,0,1,0,0,0,0,0,1
2.49,1235,18,1,6,6,5,7,0,2,0,0,1,0,0,0,0,0
3.2,1129,22,0,5,9,4,5,0,1,1,0,0,0,1,0,0,0
2.71,1092,17,1,10,6,3,8,0,0,0,0,0,1,0,0,0,0
3.31,1351,22,0,8,3,4,9,0,3,0,0,0,0,0,0,1,1
3.97,1043,19,0,5,8,6,10,0,1,1,0,0,1,0,0,0,1
3.58,1500,17,1,6,8,1,5,0,1,0,0,0,0,0,1,0,1
3.35,1273,19,1,10,8,8,8,0,1,1,0,0,1,0,0,0,1
2.0,1600,18,1,4,7,4,7,0,1,1,0,1,0,0,0,0,0
3.33,973,19,1,10,10,4,7,1,0,0,0,0,0,1,0,0,1
2.73,1265,18,0,4,8,8,8,0,1,0,0,0,0,0,0,1,0
2.55,1210,18,0,9,6,7,6,0,0,1,0,0,1,0,0,0,0
3.18,1312,18,1,4,8,7,6,0,2,0,0,0,0,0,1,0,1
3.01,1159,19,0,6,5,9,8,0,2,1,1,0,0,0,0,0,0
2.46,1350,20,0,7,8,7,7,0,1,0,0,1,0,0,0,0,1
3.47,1203,18,0,3,4,6,9,0,1,1,0,1,0,0,0,0,1
3.21,1035,18,0,4,8,6,2,0,0,0,0,1,0,0,0,0,0
3.79,1374,18,0,8,5,10,6,0,1,1,0,0,1,0,0,0,1
3.2,1327,23,0,5,6,6,7,1,0,1,0,0,0,0,1,0,1
3.4,1103,18,1,3,10,5,7,0,0,0,0,0,0,1,0,0,0
3.61,1170,17,1,9,6,6,10,0,1,1,0,0,0,0,0,1,1
3.29,1346,17,0,6,7,5,7,0,3,1,0,0,0,0,0,1,1
3.18,1413,21,1,5,7,10,6,0,0,1,1,0,0,0,0,0,1
3.28,1389,18,1,10,5,9,4,1,0,0,0,0,1,0,0,0,1
2.56,1063,18,1,7,6,9,5,1,3,1,0,0,0,0,0,1,0
2.58,1084,17,1,8,5,7,7,0,0,0,1,0,0,0,0,0,0
3.17,961,17,1,5,4,5,5,0,3,1,0,0,0,0,0,1,0
2.95,1241,17,1,8,9,4,4,0,1,0,0,0,0,1,0,0,0
4.0,1245,18,1,7,6,9,5,0,0,0,0,1,0,0,0,0,1
3.47,1145,18,0,3,5,4,4,0,1,0,0,0,1,0,0,0,0
4.0,1253,17,1,4,7,5,5,1,1,1,0,0,0,0,1,0,1
2.06,1279,18,0,4,6,5,4,0,3,0,0,0,0,1,0,0,0
2.27,1388,17,1,4,4,7,3,0,3,0,1,0,0,0,0,0,0
3.67,1234,20,1,7,9,4,9,0,0,0,0,0,0,1,0,0,1
3.94,1316,18,1,6,6,7,7,0,0,1,1,0,0,0,0,0,1
2.3,1157,17,1,7,8,7,7,0,0,1,1,0,0,0,0,0,0
3.26,1231,18,1,10,6,8,8,1,2,0,1,0,0,0,0,0,1
3.94,1135,20,1,7,3,5,9,0,0,0,0,0,0,0,0,1,1
3.37,1232,18,1,8,9,5,7,1,2,0,0,0,0,1,0,0,1
3.78,1221,18,0,2,5,9,4,1,2,0,0,0,0,0,1,0,1
2.93,1456,19,1,5,5,8,4,0,0,0,1,0,0,0,0,0,1
2.7,1239,22,1,5,3,4,6,0,0,0,0,1,0,0,0,0,0
3.74,1269,18,1,9,8,8,4,0,0,1,0,0,0,0,0,1,1
3.07,1099,18,0,8,10,10,10,0,2,0,0,0,0,0,0,1,1
2.71,1301,18,0,7,7,8,6,0,0,1,0,0,0,1,0,0,1
3.28,1008,17,0,7,8,4,2,0,0,0,1,0,0,0,0,0,0
3.06,901,18,1,9,4,7,6,1,2,1,0,0,0,1,0,0,0
3.85,1120,19,0,3,7,8,6,0,1,1,0,0,0,0,0,1,1
2.47,1308,19,0,6,3,10,5,0,0,0,0,1,0,0,0,0,0
4.0,1348,19,1,5,3,6,5,0,1,0,0,1,0,0,0,0,1
3.57,1196,19,1,6,6,4,5,0,1,1,1,0,0,0,0,0,1
2.45,1222,18,0,2,6,5,10,1,0,0,0,0,0,1,0,0,0
3.65,1201,17,0,6,8,9,7,0,0,1,0,0,0,1,0,0,1
2.72,1264,18,1,7,6,6,5,1,0,1,0,0,1,0,0,0,0
3.61,1055,19,1,8,5,9,6,0,0,0,0,1,0,0,0,0,1
3.22,1107,18,1,8,9,2,5,0,0,0,1,0,0,0,0,0,0
2.44,1368,18,1,5,3,7,5,1,2,0,0,0,0,1,0,0,0
3.43,1033,17,0,6,9,8,7,0,1,0,0,0,0,0,0,1,1
3.58,1129,17,1,6,3,8,7,0,3,0,0,0,0,0,1,0,1
2.82,1442,18,0,6,10,5,7,0,0,1,0,0,0,0,1,0,1
4.0,1045,18,1,5,8,7,8,0,1,0,0,0,0,0,0,1,1
3.12,1087,17,1,9,4,9,10,0,2,0,0,1,0,0,0,0,1
3.03,1367,18,1,8,4,4,4,0,0,0,0,1,0,0,0,0,0
2.77,1297,17,0,6,6,7,5,0,1,0,0,1,0,0,0,0,0
3.69,1036,21,0,7,8,5,8,0,1,1,1,0,0,0,0,0,1
2.83,1163,17,1,2,6,6,7,0,0,0,1,0,0,0,0,0,0
3.69,1274,17,0,6,8,6,9,0,2,0,0,0,0,1,0,0,1
3.25,1105,17,1,6,8,6,8,0,0,0,0,0,0,0,0,1,1
2.46,1450,17,0,7,5,9,8,0,0,0,0,0,0,0,1,0,1
3.32,1384,17,0,8,4,6,7,0,0,0,0,0,0,0,1,0,1
2.89,1194,17,1,9,5,2,5,0,0,0,0,0,0,0,1,0,0
3.16,1051,18,0,8,2,8,6,1,2,0,0,0,0,0,1,0,0
3.03,1257,17,0,8,8,7,7,0,2,0,0,0,0,0,1,0,1
4.0,1253,18,1,6,10,7,8,0,2,1,0,0,0,0,1,0,1
2.65,1396,17,0,8,8,6,6,0,2,0,0,0,1,0,0,0,1
2.47,1039,17,0,7,6,3,5,0,3,1,1,0,0,0,0,0,0
3.37,1307,19,0,10,9,2,5,0,2,0,1,0,0,0,0,0,1
3.84,1327,24,0,4,5,8,6,1,2,0,0,1,0,0,0,0,1
2.26,1215,18,1,5,8,6,5,1,2,1,0,1,0,0,0,0,0
2.8,1236,18,1,3,6,6,1,0,0,0,0,1,0,0,0,0,0
3.6,800,17,0,8,9,10,5,0,0,0,0,0,0,1,0,0,0
3.36,1067,18,0,9,7,5,7,0,3,0,1,0,0,0,0,0,1
2.87,1146,18,0,7,5,5,1,0,2,1,0,0,0,0,1,0,0
2.03,1242,17,1,8,9,10,7,1,3,0,0,0,0,1,0,0,0
2.8,1074,18,0,8,6,10,3,0,0,1,0,0,0,0,1,0,0
3.26,1159,17,0,10,8,9,10,1,3,0,0,1,0,0,0,0,1
3.13,1300,17,0,7,7,7,6,0,2,0,0,0,0,1,0,0,1
3.19,1505,22,1,7,9,10,5,0,3,1,0,0,0,0,0,1,1
3.82,1225,17,0,7,7,6,4,0,1,1,0,0,0,0,1,0,1
2.0,1058,17,0,5,4,8,8,0,2,0,0,0,0,0,0,1,0
2.91,1237,19,0,7,6,5,8,0,2,0,1,0,0,0,0,0,0
3.13,1176,18,1,8,7,8,8,0,0,0,0,0,0,0,1,0,1
3.42,1305,17,0,1,5,5,7,0,2,0,0,0,0,0,1,0,0
3.93,1088,21,0,6,9,3,8,0,2,0,0,0,1,0,0,0,1
3.52,1195,19,1,5,7,8,10,0,0,1,0,0,0,0,0,1,1
2.78,1331,18,0,8,4,10,9,0,1,1,0,0,1,0,0,0,1
3.47,1295,18,0,8,7,7,10,0,0,0,0,0,0,0,0,1,1
3.07,994,19,1,8,8,8,4,0,1,0,0,0,0,1,0,0,0
3.38,1097,18,1,10,5,3,2,0,1,1,0,0,0,0,1,0,0
2.54,1328,23,0,9,9,10,10,0,2,0,0,0,0,1,0,0,1
3.35,1484,18,0,7,9,5,5,0,1,0,0,0,0,0,1,0,1
2.82,1000,17,1,7,10,6,6,0,2,0,0,0,0,0,0,1,0
2.45,1331,19,1,7,4,5,10,1,0,1,0,0,1,0,0,0,0
2.84,1461,18,0,3,4,10,4,0,1,0,0,0,0,0,1,0,1
2.7,1192,18,1,5,6,5,3,1,1,0,0,0,1,0,0,0,0
2.74,1064,17,0,10,9,10,5,0,1,0,0,1,0,0,0,0,0
2.37,1023,17,1,7,8,8,4,1,3,0,1,0,0,0,0,0,0
3.62,1088,20,1,8,5,6,5,0,1,1,0,0,0,0,1,0,1
2.68,1081,18,1,5,9,5,5,1,2,0,1,0,0,0,0,0,0
3.23,981,18,0,7,3,9,7,0,1,1,0,0,0,0,1,0,0
3.35,1226,18,0,6,5,5,4,0,1,1,0,0,0,1,0,0,0
3.97,970,17,0,6,8,8,8,0,3,0,0,0,1,0,0,0,1
3.95,1463,21,1,6,6,5,3,0,2,0,0,0,0,0,0,1,1
2.97,1345,18,0,7,7,8,6,0,1,0,0,0,0,1,0,0,1
2.97,1208,23,1,8,7,7,10,0,0,0,0,0,0,1,0,0,1
3.21,1300,17,1,9,8,10,2,0,1,1,0,0,0,0,1,0,1
3.25,1327,17,0,7,10,8,4,0,1,0,1,0,0,0,0,0,1
4.0,1223,17,0,8,5,8,7,1,1,1,0,0,0,0,0,1,1
2.93,1108,17,0,6,8,8,7,0,1,0,0,0,1,0,0,0,0
3.64,1167,17,0,7,9,6,5,0,1,0,0,0,0,1,0,0,1
2.46,993,18,1,7,7,7,6,0,1,0,1,0,0,0,0,0,0
3.0,1223,18,0,7,4,5,6,1,2,0,0,0,0,0,1,0,0
3.72,1161,24,1,8,9,6,8,0,3,0,0,0,1,0,0,0,1
3.16,1563,18,0,6,8,4,9,0,0,0,0,0,0,0,1,0,1
2.39,1442,22,1,7,4,8,4,0,0,0,1,0,0,0,0,0,0
3.55,1228,18,0,5,7,5,4,0,0,0,0,0,1,0,0,0,1
2.89,1006,18,0,6,8,6,8,0,1,0,1,0,0,0,0,0,0
3.53,1386,17,1,6,5,7,6,0,1,0,0,1,0,0,0,0,1
3.25,1387,20,1,8,6,8,5,0,2,0,0,0,0,0,1,0,1
3.06,1373,18,0,5,4,6,8,1,1,1,0,0,0,0,1,0,1
3.38,1387,19,0,7,9,5,3,1,1,1,0,0,0,0,0,1,1
3.24,1173,18,0,7,10,6,7,0,0,1,1,0,0,0,0,0,1
2.82,1023,19,0,2,8,8,8,0,0,1,1,0,0,0,0,0,0
3.05,1379,18,1,9,9,8,10,1,0,0,0,0,0,0,0,1,1
3.12,1049,17,1,7,7,6,4,0,1,0,0,0,1,0,0,0,0
3.0,1119,18,0,9,2,9,8,0,0,0,0,1,0,0,0,0,0
2.92,1414,17,1,3,6,6,10,0,0,0,1,0,0,0,0,0,1
2.85,1327,18,1,6,5,8,6,0,0,0,0,1,0,0,0,0,1
3.01,1339,19,0,6,7,5,9,0,0,0,0,0,0,0,0,1,1
3.37,1342,17,0,8,4,6,10,0,3,0,0,1,0,0,0,0,1
2.7,1151,18,1,8,8,7,10,0,2,1,1,0,0,0,0,0,1
3.58,1144,23,1,7,7,6,4,0,2,0,0,0,0,1,0,0,1
2.79,1244,19,0,9,7,4,7,1,3,1,1,0,0,0,0,0,1
3.2,1382,17,1,6,6,5,6,0,2,0,0,0,0,0,0,1,1
2.2,879,18,0,6,8,2,10,0,0,0,0,0,0,0,1,0,0
3.35,1153,17,1,4,6,7,6,0,1,0,0,0,0,0,1,0,0
3.45,1285,17,0,10,4,6,5,0,1,0,0,0,0,0,0,1,1
3.59,958,18,1,4,6,8,9,0,0,0,1,0,0,0,0,0,0
2.64,1189,22,0,6,8,3,6,0,2,0,1,0,0,0,0,0,0
3.22,1025,21,0,9,7,8,10,0,1,1,0,1,0,0,0,0,1
2.56,1153,18,1,7,4,7,5,0,2,0,0,0,1,0,0,0,0
2.69,1061,19,0,9,6,6,1,0,0,0,0,0,0,0,1,0,0
2.24,1115,18,1,5,10,6,6,0,0,0,0,0,1,0,0,0,0
3.07,1347,18,0,3,8,7,7,0,0,1,0,0,1,0,0,0,1
3.49,1169,19,0,6,8,7,7,1,0,0,0,0,0,0,1,0,1
2.01,1136,18,0,8,8,6,6,0,3,1,0,0,0,0,0,1,0
3.45,1217,17,0,9,7,6,7,1,0,1,0,0,1,0,0,0,1
2.61,1067,19,1,7,7,8,2,0,2,0,1,0,0,0,0,0,0
3.16,1301,18,0,6,7,6,7,0,0,1,0,0,1,0,0,0,1
3.37,934,17,0,7,7,7,7,0,3,0,0,1,0,0,0,0,0
3.62,1054,19,0,10,5,5,9,0,1,0,0,0,0,0,0,1,1
3.44,959,17,1,10,8,6,6,1,2,0,0,0,0,0,0,1,1
2.24,1105,18,0,3,8,3,9,0,2,1,0,0,0,1,0,0,0
3.49,1330,18,0,7,8,5,9,0,0,0,0,0,0,0,1,0,1
3.42,1094,18,1,8,3,7,7,0,1,0,0,0,1,0,0,0,0
3.32,1123,17,0,6,7,6,6,0,1,1,0,0,0,0,0,1,0
3.96,1184,17,1,4,8,5,7,0,3,0,0,0,0,0,1,0,1
3.1,1109,18,1,10,4,3,8,0,0,0,0,0,0,1,0,0,0
3.73,907,20,0,3,6,6,6,0,3,0,0,0,0,1,0,0,0
4.0,1299,18,1,5,7,9,5,0,3,0,0,0,0,0,0,1,1
3.1,1175,18,0,5,4,8,8,1,3,0,0,1,0,0,0,0,0
3.2,1203,19,1,6,9,4,4,0,1,1,0,0,0,0,1,0,0
3.29,1071,23,1,9,1,7,3,0,0,1,0,0,0,0,0,1,0
2.37,913,18,1,9,6,8,2,1,1,0,0,0,0,0,1,0,0
3.46,1252,25,0,3,6,6,5,1,0,0,0,0,0,0,1,0,1
3.34,1332,19,1,5,5,7,8,0,1,0,0,0,0,0,0,1,1
2.47,1150,20,1,6,7,5,3,0,2,0,0,1,0,0,0,0,0
3.71,1418,18,0,7,5,6,9,1,2,1,0,0,0,0,0,1,1
3.64,1029,17,1,6,4,5,10,0,3,1,1,0,0,0,0,0,1
3.52,1020,20,1,7,10,5,7,0,0,0,0,0,0,1,0,0,1
2.04,1029,18,1,9,7,7,6,0,3,0,0,0,0,0,1,0,0
3.63,1174,18,0,8,7,7,3,0,1,1,0,0,0,0,1,0,1
3.72,1471,17,1,6,4,9,8,0,2,0,1,0,0,0,0,0,1
3.24,1327,18,1,6,10,6,7,0,0,0,0,1,0,0,0,0,1
3.12,1245,19,0,6,9,8,6,1,3,1,0,0,0,0,0,1,1
3.67,1188,19,0,4,5,8,9,0,0,1,0,0,1,0,0,0,1
3.08,1365,18,0,5,8,4,4,0,3,0,0,0,0,0,0,1,1
2.37,1262,18,1,7,8,3,8,1,0,0,1,0,0,0,0,0,0
2.93,1525,18,0,6,9,6,8,0,1,0,0,0,1,0,0,0,1
3.36,1108,19,0,8,6,6,6,0,2,0,0,0,0,0,1,0,1
3.2,1127,17,1,6,6,6,9,0,0,0,0,0,1,0,0,0,1
3.65,1309,18,0,6,5,8,7,0,0,1,0,0,0,0,1,0,1
3.04,1082,19,0,10,6,9,6,0,2,1,0,0,0,0,1,0,1
3.07,961,17,0,3,2,6,9,0,0,0,1,0,0,0,0,0,0
3.66,1138,18,0,4,7,9,7,0,2,0,0,1,0,0,0,0,1
3.22,1300,17,0,5,1,9,10,0,3,0,0,0,0,0,1,0,1
3.78,1222,20,1,3,4,8,7,1,1,1,0,0,0,0,0,1,1
2.95,1263,24,0,7,10,5,6,0,2,0,0,1,0,0,0,0,1
3.44,1277,22,1,7,4,2,6,0,0,0,0,0,0,0,0,1,1
3.26,1079,18,1,8,8,9,10,0,0,1,0,0,0,1,0,0,1
2.56,1224,18,1,9,7,6,6,0,1,0,0,0,0,1,0,0,0
3.89,1398,24,1,9,5,8,9,0,1,0,0,0,1,0,0,0,1
3.55,1184,18,0,6,10,7,6,0,0,0,0,0,0,1,0,0,1
2.49,1419,17,1,8,10,6,6,0,0,0,0,0,0,0,1,0,1
3.79,1271,22,1,7,8,7,5,0,1,0,1,0,0,0,0,0,1
2.93,1175,18,0,4,7,7,5,0,2,0,1,0,0,0,0,0,0
3.02,958,18,1,7,8,6,5,0,0,0,0,0,1,0,0,0,0
2.85,1244,17,0,8,6,8,8,0,1,1,0,0,0,0,1,0,1
2.37,1520,23,0,3,7,8,10,1,2,0,1,0,0,0,0,0,1
3.75,1385,17,1,4,10,3,8,0,0,0,0,0,0,0,0,1,1
3.71,1398,18,0,8,4,6,5,0,1,1,0,0,0,1,0,0,1
2.87,1092,17,0,6,10,6,2,0,2,0,0,0,0,1,0,0,0
2.66,1311,18,1,9,5,6,7,0,0,0,0,0,1,0,0,0,0
3.27,1227,17,1,7,7,6,4,1,2,0,0,0,0,0,0,1,1
3.13,1168,18,0,6,6,8,8,0,0,0,0,1,0,0,0,0,1
3.83,1032,18,1,8,5,5,6,1,0,1,0,0,0,1,0,0,1
3.34,1219,21,1,9,10,4,3,0,2,0,0,0,0,0,0,1,1
3.38,1122,18,1,5,4,6,2,0,2,0,0,0,0,0,1,0,0
2.84,1332,17,1,8,8,6,9,0,1,1,0,0,0,1,0,0,1
2.72,1181,17,0,8,8,4,5,0,0,0,1,0,0,0,0,0,0
3.4,1199,23,0,8,9,7,5,0,3,1,0,0,0,1,0,0,1
3.6,1269,21,0,9,7,9,9,0,2,0,0,0,0,1,0,0,1
3.0,1342,17,0,5,3,9,8,0,0,1,0,1,0,0,0,0,1
3.66,1098,18,1,4,6,4,5,1,1,0,0,0,1,0,0,0,0
2.67,1024,18,1,4,3,9,9,0,1,1,0,0,1,0,0,0,0
3.63,964,19,1,5,7,6,7,0,0,0,0,0,0,1,0,0,0
4.0,1294,22,1,9,2,5,8,0,0,1,1,0,0,0,0,0,1
3.23,1340,18,0,7,8,7,9,0,1,0,0,0,0,0,1,0,1
3.1,1039,24,1,7,8,8,6,0,2,0,0,0,0,0,0,1,0
3.61,1160,17,0,7,7,6,5,0,2,1,0,0,0,1,0,0,1
2.75,1282,18,1,5,4,9,7,0,0,0,0,0,0,0,1,0,0
3.27,1440,19,0,7,3,5,6,0,0,0,0,0,0,1,0,0,1
4.0,1168,17,0,7,7,9,6,0,0,0,0,1,0,0,0,0,1
3.66,1095,18,0,4,9,6,10,0,2,0,1,0,0,0,0,0,1
3.48,1372,18,1,8,6,8,7,0,0,0,0,0,0,1,0,0,1
3.69,1065,21,0,7,8,3,4,0,1,1,0,0,0,1,0,0,0
3.37,1336,19,0,4,9,4,7,0,0,0,0,0,1,0,0,0,1
3.28,1345,17,0,8,9,10,6,0,0,1,0,0,0,0,0,1,1
3.85,1144,17,1,5,10,3,6,0,0,0,0,0,0,0,1,0,1
3.12,1158,19,1,4,8,9,4,0,2,0,0,0,0,0,0,1,0
3.34,1023,18,0,10,5,7,7,0,1,1,0,0,0,0,1,0,1
3.18,1165,18,1,5,7,7,5,0,2,0,0,0,0,0,1,0,0
2.87,1058,18,1,5,7,4,6,1,0,0,0,0,1,0,0,0,0
3.45,889,18,0,10,10,6,6,0,0,0,0,0,1,0,0,0,1
3.04,1289,17,1,8,7,7,6,0,0,0,0,0,0,1,0,0,1
3.33,1213,17,0,8,6,5,6,0,0,0,1,0,0,0,0,0,1
3.17,1149,17,0,8,9,6,5,1,1,0,0,1,0,0,0,0,1
2.76,1357,17,1,5,6,9,8,0,1,0,0,1,0,0,0,0,1
3.45,896,17,1,7,9,6,5,0,0,0,0,1,0,0,0,0,0
2.45,1015,18,1,7,4,5,9,0,1,0,0,1,0,0,0,0,0
3.44,1281,17,1,7,8,10,3,0,1,0,0,0,0,1,0,0,1
3.59,1308,18,0,6,7,3,9,0,0,0,0,0,0,0,0,1,1
3.27,1113,18,0,7,9,2,6,0,0,0,1,0,0,0,0,0,0
2.92,1198,18,1,8,5,4,4,0,2,1,0,1,0,0,0,0,0
2.55,1013,18,0,7,9,8,7,0,0,0,0,0,0,0,1,0,0
3.53,1374,18,1,5,8,8,7,0,1,1,0,0,1,0,0,0,1
2.91,1227,20,1,9,4,5,5,0,1,1,1,0,0,0,0,0,0
2.54,1175,17,1,10,6,4,8,0,0,0,0,0,0,0,0,1,0
3.35,1214,18,0,4,2,4,5,0,2,1,1,0,0,0,0,0,0
3.22,971,24,1,7,5,7,8,0,0,1,0,0,0,0,1,0,0
2.65,1281,18,0,6,4,7,8,1,0,0,1,0,0,0,0,0,0
2.79,1367,17,0,6,6,6,7,1,0,0,0,0,1,0,0,0,1
3.62,1202,19,1,5,6,9,6,0,1,1,0,1,0,0,0,0,1
3.06,1063,17,1,8,10,7,8,0,0,0,0,0,1,0,0,0,1
3.68,1120,17,1,8,5,4,9,1,0,0,0,0,1,0,0,0,1
3.16,1322,18,0,5,5,3,5,1,0,1,0,0,0,0,0,1,0
3.41,881,23,1,7,9,6,6,0,0,1,0,0,0,1,0,0,0
4.0,1244,17,1,6,7,4,7,0,0,1,0,1,0,0,0,0,1
2.63,1058,17,1,8,4,8,8,0,0,0,1,0,0,0,0,0,0
3.25,995,18,0,8,5,8,5,1,2,1,0,1,0,0,0,0,0
3.38,1215,24,1,7,8,3,6,0,1,0,0,0,0,0,1,0,1
3.59,1050,18,1,5,5,8,7,0,1,1,0,0,0,1,0,0,1
2.95,1231,24,0,5,9,2,6,0,0,0,1,0,0,0,0,0,0
2.62,1382,18,0,7,7,5,6,1,1,0,0,0,0,1,0,0,1
3.44,1235,18,0,6,5,7,4,1,3,1,0,1,0,0,0,0,1
2.77,1177,17,1,4,5,8,9,0,2,0,0,0,0,0,1,0,0
3.69,1175,17,1,5,6,8,4,0,0,0,0,0,0,0,1,0,1
3.47,1188,19,1,5,9,5,9,0,1,0,0,0,0,0,0,1,1
3.27,1094,17,1,6,9,6,2,1,1,0,0,0,0,0,0,1,0
3.18,1343,17,1,7,10,4,6,0,1,0,0,0,0,1,0,0,1
3.22,967,19,0,7,5,4,7,0,3,1,0,0,0,0,1,0,0
3.71,1138,17,1,6,4,9,6,0,2,0,0,0,0,1,0,0,1
3.16,1193,21,1,6,4,6,9,0,0,1,0,0,0,0,0,1,0
3.14,1045,18,0,7,7,9,7,0,0,0,0,0,0,1,0,0,0
3.0,818,20,1,7,6,6,7,0,0,0,0,0,0,0,1,0,0
3.66,1095,17,0,6,9,4,4,0,0,1,0,0,0,0,1,0,1
3.15,1094,18,0,6,6,8,8,1,0,1,0,0,0,0,1,0,1
2.52,1419,17,1,5,4,4,8,1,0,1,0,1,0,0,0,0,0
3.22,1176,17,1,6,10,7,6,0,3,1,0,0,0,0,0,1,1
3.81,1019,17,0,9,6,7,6,0,3,0,0,0,0,1,0,0,1
3.0,994,18,1,8,10,4,4,0,0,0,0,0,1,0,0,0,0
3.3,1233,17,1,7,7,6,7,0,1,1,0,1,0,0,0,0,1
2.66,1061,18,0,8,3,7,7,0,0,0,0,0,1,0,0,0,0
2.89,1068,18,1,8,10,6,10,1,2,0,0,0,1,0,0,0,1
2.83,1013,18,0,4,5,4,7,0,1,0,0,1,0,0,0,0,0
3.51,1208,18,0,10,7,4,6,1,2,0,0,0,0,0,1,0,1
2.95,1114,17,1,6,1,7,10,0,1,0,1,0,0,0,0,0,0
3.0,941,17,0,4,7,5,9,0,0,0,1,0,0,0,0,0,0
3.95,1059,18,1,5,5,6,6,0,1,1,0,0,0,0,1,0,1
2.86,1403,17,0,6,5,5,3,0,0,0,0,1,0,0,0,0,0
3.15,1044,19,1,7,6,6,4,0,1,0,0,0,1,0,0,0,0
2.79,1231,19,0,7,3,7,5,0,0,0,0,1,0,0,0,0,0
3.58,1058,18,0,6,6,6,7,0,2,0,0,1,0,0,0,0,1
2.85,1177,19,0,5,5,10,8,0,0,0,0,1,0,0,0,0,0
3.89,937,17,0,7,6,7,5,0,2,1,0,0,0,1,0,0,1
3.47,1401,19,0,10,8,7,5,0,0,1,0,0,1,0,0,0,1
3.71,1152,18,1,7,6,5,7,0,0,0,0,0,0,0,0,1,1
3.42,1228,17,0,7,10,5,10,0,0,0,1,0,0,0,0,0,1
3.03,1200,17,1,5,7,5,10,0,0,0,0,0,0,0,0,1,1
