GPA,SAT,Age,Gender,EssayScore,InterviewScore,ExtracurricularScore,RecommendationScore,LegacyStatus,FinancialAid,FirstGeneration,Race_American_Indian_or_Alaska_Native,Race_Asian,Race_Black_or_African_American,Race_Native_Hawaiian_or_Other_Pacific_Islander,Race_White,Ethnicity_Hispanic_or_Latino,Admitted
2.87,1469,18,1,8,7,5,8,0,2,1,0,0,1,0,0,0,1
3.34,1068,18,1,4,5,6,6,0,0,0,0,1,0,0,0,0,0
3.35,981,19,1,8,4,9,7,1,2,1,0,0,0,0,1,0,0
2.66,898,19,0,9,8,6,7,1,2,1,1,0,0,0,0,0,0
3.11,1214,19,1,7,8,6,6,0,0,1,1,0,0,0,0,0,0
3.94,1167,24,1,9,7,6,7,0,1,1,0,1,0,0,0,0,1
2.47,1354,19,0,4,6,6,5,0,0,0,0,0,0,0,1,0,0
3.94,1291,19,1,3,7,7,7,0,2,0,0,0,0,0,1,0,1
3.08,1243,20,0,7,5,10,3,0,0,0,0,0,0,1,0,0,1
2.03,1159,17,0,5,5,7,6,0,1,0,0,1,0,0,0,0,0
2.52,1366,18,1,8,5,9,9,0,1,0,0,0,0,1,0,0,1
2.72,1480,19,1,6,5,7,6,0,3,0,0,0,1,0,0,0,1
2.89,1351,18,0,7,8,2,9,0,1,0,0,1,0,0,0,0,1
3.15,1130,17,0,7,6,5,6,0,0,1,1,0,0,0,0,0,0
2.0,1317,18,1,7,5,7,4,0,1,1,1,0,0,0,0,0,0
3.29,1139,18,1,5,4,8,8,1,2,0,0,0,0,1,0,0,0
2.67,1034,18,0,4,8,7,7,0,1,0,0,0,0,1,0,0,0
3.9,1065,19,1,6,9,8,10,0,3,0,0,0,0,1,0,0,1
3.06,1146,22,1,9,4,4,5,1,2,0,1,0,0,0,0,0,0
3.67,1215,19,0,5,6,7,7,0,1,0,0,0,0,0,0,1,1
3.76,1509,19,0,5,5,9,7,1,0,1,0,0,0,1,0,0,1
3.74,1067,18,0,7,6,5,9,0,0,0,0,0,1,0,0,0,1
2.92,1398,18,1,4,8,9,8,1,3,1,0,0,0,0,1,0,1
2.91,1152,18,1,9,10,9,6,0,3,0,0,0,0,1,0,0,1
3.09,897,18,0,4,6,4,4,0,0,0,0,1,0,0,0,0,0
3.52,1124,17,1,6,8,7,7,0,1,1,0,0,0,0,0,1,1
2.94,1376,18,0,10,8,7,7,0,2,0,0,0,1,0,0,0,1
3.14,1251,18,0,4,6,6,8,0,1,0,1,0,0,0,0,0,1
3.34,1260,18,1,9,9,3,6,0,2,1,0,0,0,0,0,1,1
2.75,1399,23,1,7,6,6,7,0,0,0,0,0,0,0,1,0,0
2.72,1044,18,0,7,7,6,3,0,2,0,0,1,0,0,0,0,0
3.12,1042,17,0,5,5,3,4,0,0,0,0,0,0,1,0,0,0
3.19,860,18,1,8,8,4,8,0,1,1,0,1,0,0,0,0,0
3.42,1331,18,0,6,7,5,7,1,1,0,0,0,1,0,0,0,1
3.54,1284,18,0,4,9,4,7,0,1,1,0,0,0,1,0,0,1
2.65,1308,17,1,9,10,7,5,0,1,0,0,0,1,0,0,0,1
2.79,1022,18,0,6,8,8,5,0,2,0,1,0,0,0,0,0,0
2.71,959,22,0,3,8,6,6,0,1,0,0,0,0,0,1,0,0
3.91,1002,18,0,6,6,8,7,0,1,0,0,0,0,1,0,0,1
3.14,1061,21,1,8,2,8,8,0,0,0,0,0,1,0,0,0,0
3.21,1433,19,1,8,9,6,6,0,3,0,1,0,0,0,0,0,1
3.23,1350,17,1,5,10,7,3,0,0,0,0,0,0,1,0,0,1
2.84,1131,19,0,5,7,6,7,1,1,0,1,0,0,0,0,0,0
3.98,1244,18,1,4,4,4,7,1,0,1,1,0,0,0,0,0,1
3.41,1098,17,1,6,9,5,7,0,1,0,0,1,0,0,0,0,1
3.22,1254,18,0,7,9,7,8,1,0,1,0,0,0,1,0,0,1
2.65,1029,19,1,8,2,6,8,0,3,1,0,1,0,0,0,0,0
2.62,1312,17,1,6,7,8,9,0,0,0,0,1,0,0,0,0,1
3.05,1072,21,1,6,7,3,7,0,0,0,0,0,0,0,0,1,0
2.85,1320,19,0,6,3,3,6,0,2,0,1,0,0,0,0,0,0
2.67,1135,22,1,7,4,3,9,1,0,1,0,0,0,0,1,0,0
3.01,1081,18,0,6,9,7,8,0,2,0,0,0,1,0,0,0,1
3.09,1441,22,1,8,7,4,6,0,2,1,0,0,1,0,0,0,1
3.27,1226,18,1,7,5,7,9,0,2,0,1,0,0,0,0,0,1
2.95,1151,17,1,7,5,8,7,0,0,1,0,0,0,0,1,0,0
2.7,1313,19,1,6,4,10,9,0,0,0,1,0,0,0,0,0,0
2.71,999,19,0,5,7,9,10,0,0,1,0,0,0,0,1,0,0
3.81,1366,18,0,6,8,5,10,0,0,0,0,0,0,1,0,0,1
2.57,1179,18,0,5,9,3,7,0,0,0,0,0,1,0,0,0,0
3.38,1290,17,1,7,5,5,9,0,2,0,0,1,0,0,0,0,1
3.46,967,18,1,6,6,8,8,0,1,0,0,1,0,0,0,0,1
3.14,1142,18,1,10,8,6,8,0,0,0,0,0,0,1,0,0,1
4.0,1200,18,1,4,8,6,7,0,0,0,0,1,0,0,0,0,1
3.45,1354,18,0,1,7,5,8,1,1,0,0,0,0,1,0,0,1
4.0,1302,23,0,7,9,10,4,0,0,0,0,0,0,0,1,0,1
2.87,1141,18,1,5,10,4,6,0,2,0,0,0,1,0,0,0,0
2.88,1247,19,0,7,3,7,5,0,0,0,1,0,0,0,0,0,0
3.46,1388,22,1,4,10,9,5,0,2,1,1,0,0,0,0,0,1
3.07,1170,18,1,10,9,10,4,0,1,0,1,0,0,0,0,0,1
4.0,1153,17,1,6,4,5,5,0,3,0,0,1,0,0,0,0,1
3.37,916,17,1,5,7,8,6,1,0,0,0,0,0,0,0,1,0
2.68,1158,19,0,10,8,5,7,1,0,1,0,0,0,0,0,1,1
2.33,939,17,1,8,4,9,6,0,1,0,0,0,1,0,0,0,0
3.16,1182,18,0,9,6,10,9,1,3,1,0,0,0,0,1,0,1
3.16,1348,17,1,6,7,5,5,1,2,0,0,0,1,0,0,0,1
3.36,882,17,0,7,4,8,3,0,1,1,0,0,0,0,1,0,0
3.81,1385,18,1,5,6,9,8,0,0,0,0,0,0,0,0,1,1
3.74,1150,24,1,5,9,6,6,0,0,1,1,0,0,0,0,0,1
2.91,1195,18,1,7,10,8,6,0,0,0,0,1,0,0,0,0,1
2.55,1124,22,0,6,4,8,5,0,1,0,0,0,1,0,0,0,0
2.58,943,23,1,10,1,10,8,0,0,0,0,1,0,0,0,0,0
2.83,1082,17,0,8,9,3,6,0,0,1,0,0,1,0,0,0,0
3.02,1514,18,1,10,10,6,5,1,1,1,0,0,1,0,0,0,1
3.35,1035,19,0,2,8,4,10,0,3,1,0,0,0,0,0,1,0
2.8,961,20,0,10,6,7,8,0,1,0,1,0,0,0,0,0,0
3.34,1221,18,0,2,4,5,6,0,1,0,1,0,0,0,0,0,0
3.38,1187,25,0,4,8,6,2,0,3,0,0,0,0,0,0,1,1
3.27,1151,17,1,3,9,5,6,0,0,0,0,1,0,0,0,0,1
2.64,1202,17,1,7,5,7,6,0,0,1,0,0,0,0,1,0,0
3.43,1296,18,1,6,7,9,9,0,2,0,0,0,0,0,0,1,1
4.0,1111,18,1,8,6,6,3,1,1,0,0,0,0,1,0,0,1
3.32,1229,17,0,6,8,9,10,0,1,0,1,0,0,0,0,0,1
2.0,1353,18,0,9,2,9,7,0,0,1,0,0,0,0,1,0,0
3.82,1050,17,1,5,7,10,4,0,1,0,0,0,0,0,0,1,1
2.85,851,18,0,9,6,7,8,0,1,1,0,0,0,0,1,0,0
4.0,1300,20,1,6,10,6,6,1,0,0,0,0,0,0,1,0,1
3.26,1575,20,0,10,7,3,3,0,1,1,0,0,0,0,1,0,1
2.36,1198,18,1,8,8,5,6,0,0,0,1,0,0,0,0,0,0
2.17,1230,18,1,6,5,6,7,0,3,0,0,0,0,0,1,0,0
3.97,1155,18,0,6,6,6,7,0,3,1,0,0,0,0,0,1,1
3.75,1438,17,0,4,7,10,8,0,2,0,1,0,0,0,0,0,1
4.0,1188,18,1,7,6,6,9,0,3,0,0,1,0,0,0,0,1
3.21,1172,17,1,6,6,3,4,0,0,0,0,0,0,0,0,1,0
3.17,1336,19,1,8,7,8,6,0,2,0,0,0,1,0,0,0,1
3.01,1127,21,0,4,3,8,5,0,1,1,0,0,0,0,1,0,0
2.87,1007,18,1,6,5,6,4,0,2,0,1,0,0,0,0,0,0
3.0,1332,19,0,4,8,10,6,1,0,1,1,0,0,0,0,0,1
3.31,1111,17,1,4,6,3,7,1,2,0,0,0,0,0,0,1,0
2.78,1053,18,0,8,10,9,7,0,0,0,0,0,0,1,0,0,1
2.37,1515,19,1,9,7,6,6,0,0,0,0,0,1,0,0,0,1
3.28,1173,18,1,2,3,5,4,0,2,1,0,0,0,0,1,0,0
2.77,1274,17,0,10,7,10,5,0,2,1,0,0,1,0,0,0,1
2.0,1204,20,0,9,4,8,3,0,1,0,1,0,0,0,0,0,0
3.48,1067,19,0,4,7,6,4,0,1,0,0,0,1,0,0,0,0
2.65,1303,20,0,8,5,6,4,0,0,1,0,0,0,0,0,1,0
3.53,1247,19,1,6,6,7,8,0,1,1,0,0,0,0,0,1,1
3.52,1101,25,1,6,9,6,8,1,0,1,0,0,1,0,0,0,1
3.34,1264,17,0,8,3,9,10,1,2,0,0,0,0,0,0,1,1
4.0,1122,17,1,7,6,7,7,0,1,0,1,0,0,0,0,0,1
3.13,1034,18,0,5,5,9,6,0,3,0,0,0,0,0,0,1,0
3.06,1019,17,0,5,9,7,7,0,1,0,0,0,0,0,1,0,0
3.54,1240,18,1,5,6,8,6,0,1,1,0,0,1,0,0,0,1
3.17,1142,18,1,9,5,9,5,1,1,0,0,0,0,0,0,1,0
3.78,1425,18,0,3,7,10,7,1,0,1,0,1,0,0,0,0,1
2.57,1193,17,0,6,5,7,7,0,0,0,1,0,0,0,0,0,0
2.57,1082,21,1,10,5,5,6,0,2,0,0,0,0,1,0,0,0
3.58,1223,17,1,8,8,6,6,0,0,0,1,0,0,0,0,0,1
2.62,1005,18,1,9,1,6,8,0,1,0,1,0,0,0,0,0,0
3.5,1187,19,1,6,5,5,5,1,0,0,0,0,1,0,0,0,0
3.39,1247,19,1,4,5,5,6,0,0,0,1,0,0,0,0,0,0
2.85,1229,18,1,7,10,7,7,0,1,1,1,0,0,0,0,0,1
3.38,1395,17,0,5,7,5,9,0,2,0,1,0,0,0,0,0,1
2.58,1589,18,0,10,6,4,8,0,1,1,0,1,0,0,0,0,1
2.7,1300,17,1,6,6,3,6,0,0,1,0,0,0,0,0,1,0
3.08,1376,17,1,8,7,7,4,0,0,1,1,0,0,0,0,0,1
3.24,1581,18,0,10,7,7,6,0,2,1,0,0,1,0,0,0,1
3.05,1049,18,0,4,7,6,7,0,2,0,0,0,0,0,0,1,0
3.42,1219,18,0,2,10,8,4,0,3,0,0,1,0,0,0,0,1
3.39,1128,18,1,7,6,5,6,0,0,1,0,0,0,0,0,1,0
3.96,1326,24,1,8,7,7,9,1,3,0,0,0,0,1,0,0,1
3.15,1240,23,0,6,7,7,7,0,2,0,1,0,0,0,0,0,1
3.8,1077,18,1,4,8,5,5,0,2,1,0,0,0,1,0,0,0
3.66,1201,17,1,7,5,6,7,0,0,0,0,0,1,0,0,0,1
4.0,1357,18,0,6,6,5,7,0,2,1,0,0,0,0,1,0,1
3.14,1004,17,0,7,3,7,6,0,1,0,0,0,1,0,0,0,0
2.99,1080,18,1,4,8,8,8,0,1,1,0,0,1,0,0,0,0
3.83,1057,18,0,7,3,6,3,1,1,1,0,0,1,0,0,0,1
3.39,1248,18,1,8,8,5,7,0,2,0,1,0,0,0,0,0,1
3.84,1386,18,0,3,10,7,5,0,3,0,0,0,0,0,0,1,1
3.56,898,17,1,9,10,3,9,0,2,0,0,0,0,1,0,0,0
2.15,1214,18,0,7,6,7,4,0,1,0,1,0,0,0,0,0,0
3.39,1061,18,0,8,6,10,8,1,1,1,1,0,0,0,0,0,1
3.36,1350,18,0,4,6,5,5,0,1,0,0,0,0,0,0,1,1
3.27,1164,18,0,8,8,6,7,0,0,0,0,1,0,0,0,0,1
3.13,1219,18,1,3,6,9,6,0,0,0,0,1,0,0,0,0,1
2.4,1199,18,0,5,6,8,9,0,2,0,0,0,1,0,0,0,0
3.64,1368,18,1,7,9,7,6,0,0,0,0,0,0,1,0,0,1
3.39,1507,17,0,6,7,6,5,0,2,1,0,0,0,1,0,0,1
3.75,1029,17,1,7,6,4,9,0,2,0,1,0,0,0,0,0,1
2.43,1057,18,1,10,5,7,6,0,1,0,0,1,0,0,0,0,0
3.45,1248,17,0,7,9,4,8,0,3,0,0,1,0,0,0,0,1
3.08,1077,18,1,8,7,2,8,0,1,1,0,1,0,0,0,0,0
3.27,1340,19,0,6,6,9,5,0,0,0,0,1,0,0,0,0,1
3.09,1364,21,0,6,3,7,7,0,0,0,0,0,0,0,0,1,1
3.47,1118,23,0,5,8,8,8,0,3,0,0,0,0,0,0,1,1
3.12,1085,17,0,7,4,5,3,0,3,1,0,1,0,0,0,0,0
2.67,1158,25,1,10,7,7,7,0,1,0,1,0,0,0,0,0,0
3.24,1215,18,0,7,5,6,6,0,0,0,0,1,0,0,0,0,1
3.09,1247,18,0,6,4,6,10,0,0,0,0,1,0,0,0,0,1
3.16,862,17,0,9,8,8,8,0,1,1,1,0,0,0,0,0,1
2.0,1054,20,0,9,7,6,7,0,1,0,0,1,0,0,0,0,0
3.54,1139,17,1,7,7,5,2,0,1,1,0,1,0,0,0,0,1
3.04,1080,19,0,6,10,4,7,0,2,0,1,0,0,0,0,0,0
2.53,800,17,1,9,10,7,5,0,2,0,0,0,0,0,0,1,0
3.66,916,18,0,7,6,9,8,0,0,1,0,0,0,0,1,0,1
3.52,1004,18,0,8,4,5,6,0,0,0,0,0,0,0,0,1,0
3.04,1182,17,1,5,9,8,5,1,2,0,0,0,0,0,0,1,0
2.62,1134,17,1,5,4,5,6,0,1,0,1,0,0,0,0,0,0
3.29,1105,18,1,7,7,8,6,1,0,0,1,0,0,0,0,0,1
3.26,1319,17,1,4,6,7,4,0,0,1,0,0,0,1,0,0,0
3.66,1319,18,0,6,7,7,4,0,2,1,1,0,0,0,0,0,1
2.98,1222,18,0,4,9,5,6,0,0,1,0,0,0,1,0,0,1
3.8,1218,19,1,3,5,7,10,1,1,1,0,0,0,0,1,0,1
2.93,1071,18,0,10,5,5,8,0,1,1,0,1,0,0,0,0,1
2.53,1089,17,1,5,8,6,8,1,0,1,0,0,0,0,0,1,0
2.63,943,18,1,5,10,3,9,0,1,0,0,0,0,0,1,0,0
3.17,1162,17,1,7,10,5,7,0,0,0,0,0,0,0,0,1,1
3.17,1317,21,1,4,4,5,6,1,0,1,0,0,0,0,0,1,0
3.36,1403,20,0,5,6,7,6,1,0,0,0,1,0,0,0,0,1
3.15,1163,18,0,10,4,8,5,0,1,1,0,0,0,1,0,0,1
3.69,1273,17,0,7,8,5,8,0,2,0,0,0,0,1,0,0,1
3.07,800,20,1,8,7,6,5,0,0,0,0,0,0,0,1,0,0
2.2,1135,20,0,10,8,10,10,0,2,0,0,0,1,0,0,0,1
3.14,1131,20,1,7,6,7,5,0,0,0,0,0,0,0,0,1,0
2.2,1423,19,0,6,8,5,9,0,1,1,1,0,0,0,0,0,1
3.34,1258,18,0,4,6,3,9,0,1,0,0,0,0,0,0,1,1
3.73,1274,17,1,6,7,5,8,0,1,0,0,0,0,0,0,1,1
2.71,1266,18,0,6,5,5,10,0,0,0,0,0,1,0,0,0,1
3.91,1206,18,1,5,9,10,6,0,0,0,0,0,0,0,1,0,1
3.62,1429,18,0,10,4,5,7,0,1,0,0,0,1,0,0,0,1
3.8,854,18,1,9,6,7,7,1,0,1,0,0,1,0,0,0,0
3.29,1221,17,0,8,10,7,8,0,2,1,0,0,0,1,0,0,1
2.7,1369,18,1,6,9,9,3,0,0,0,0,0,0,1,0,0,0
3.59,916,18,0,4,5,7,6,1,1,1,0,0,0,1,0,0,0
2.89,1325,17,1,9,5,5,8,0,1,1,0,0,1,0,0,0,1
3.26,1085,18,0,7,8,5,6,0,1,0,0,1,0,0,0,0,1
3.11,1216,19,1,8,8,7,10,1,2,0,0,0,0,0,1,0,1
3.76,1082,19,1,8,9,5,7,0,1,0,0,0,0,0,0,1,1
3.57,1343,18,0,7,4,4,8,1,0,0,0,0,0,1,0,0,1
3.16,1156,18,1,10,9,5,10,0,2,0,1,0,0,0,0,0,1
2.22,1326,17,0,5,5,4,7,0,0,0,0,1,0,0,0,0,0
2.88,1265,18,0,6,9,10,10,0,1,0,1,0,0,0,0,0,1
3.55,1080,18,0,10,3,8,8,0,2,1,1,0,0,0,0,0,1
3.34,1275,18,0,7,4,10,8,1,0,1,0,0,0,0,1,0,1
2.45,1100,20,0,6,10,7,5,0,1,0,0,0,1,0,0,0,0
2.3,1209,18,1,6,10,10,9,0,0,1,0,0,0,0,1,0,0
3.3,1154,17,1,8,7,7,5,0,2,1,0,0,1,0,0,0,0
2.67,1334,17,1,6,6,8,6,0,2,0,0,0,0,0,1,0,0
2.72,1281,18,1,6,6,2,9,0,0,0,0,0,0,0,0,1,0
3.54,1195,18,1,8,7,5,6,0,0,0,0,0,0,1,0,0,1
3.8,1097,20,0,7,8,7,7,0,1,0,1,0,0,0,0,0,1
2.82,1009,18,1,4,6,7,6,1,0,0,0,0,0,0,0,1,0
3.18,1220,18,0,7,3,6,6,0,0,0,0,0,0,0,1,0,1
3.16,1105,18,0,9,5,7,6,0,1,0,0,0,0,1,0,0,1
3.12,918,18,0,8,3,7,4,0,2,0,0,1,0,0,0,0,0
3.22,1000,18,0,10,8,8,8,0,0,1,0,0,0,1,0,0,1
3.58,1443,18,1,5,7,8,8,0,0,1,0,0,1,0,0,0,1
2.86,1101,18,0,9,6,9,5,0,2,1,0,0,0,0,1,0,1
2.44,1362,17,0,5,6,9,6,0,0,1,0,0,0,0,1,0,1
4.0,1146,20,0,4,10,7,8,0,1,1,0,0,0,0,1,0,1
3.74,1385,18,1,5,9,10,6,1,1,0,0,0,1,0,0,0,1
2.65,1375,17,1,7,7,9,7,0,0,1,0,0,0,1,0,0,1
3.27,1076,17,0,9,5,5,5,0,1,1,0,0,0,1,0,0,0
3.71,901,17,1,7,9,7,6,0,1,0,0,1,0,0,0,0,1
3.57,914,18,1,6,7,3,5,0,1,0,0,0,0,1,0,0,0
3.43,1078,17,0,4,5,3,5,0,1,0,0,0,0,1,0,0,0
3.11,1483,17,1,8,5,6,5,1,2,0,0,0,0,0,0,1,1
4.0,1138,18,0,8,8,5,8,0,1,0,0,0,0,0,1,0,1
3.31,1221,18,1,7,8,6,4,1,0,0,0,0,0,0,1,0,1
2.94,1395,17,0,4,8,7,7,0,0,1,0,0,1,0,0,0,1
3.64,1216,18,0,8,8,9,6,0,0,0,0,0,0,1,0,0,1
3.25,1211,19,0,9,6,9,9,0,3,0,0,0,0,1,0,0,1
3.37,1293,24,1,10,5,7,8,1,3,0,0,1,0,0,0,0,1
3.3,1243,18,1,6,7,4,4,0,0,1,0,1,0,0,0,0,1
3.45,1185,17,0,7,6,5,5,1,1,1,0,0,0,1,0,0,1
2.71,1091,19,1,5,4,8,6,0,0,0,1,0,0,0,0,0,0
2.47,1211,18,0,5,6,5,5,0,3,0,1,0,0,0,0,0,0
3.92,1364,17,0,10,8,4,8,0,0,0,0,0,0,1,0,0,1
3.32,1467,20,1,8,6,7,7,0,1,1,0,0,0,0,0,1,1
3.59,1243,18,0,9,10,6,6,0,0,1,0,0,0,1,0,0,1
2.32,1313,23,1,4,4,6,8,0,0,1,0,0,0,0,0,1,0
3.73,1240,19,1,7,5,9,4,1,0,0,0,0,0,1,0,0,1
2.94,1186,18,0,8,5,9,6,0,1,0,1,0,0,0,0,0,1
2.8,1277,19,0,5,8,10,7,1,1,0,0,0,0,0,0,1,1
3.17,1378,18,0,9,7,5,6,0,0,1,0,0,0,0,1,0,1
2.71,1067,18,1,6,5,7,1,0,0,0,1,0,0,0,0,0,0
3.2,982,20,1,7,3,7,7,0,1,1,0,0,0,1,0,0,0
3.13,1120,18,1,5,4,7,8,0,2,1,0,0,1,0,0,0,0
3.73,1231,20,1,4,3,4,4,0,2,1,0,0,0,0,1,0,0
3.96,1330,20,1,8,8,4,2,1,2,0,0,0,0,1,0,0,1
3.94,1051,24,0,7,4,6,5,0,0,0,0,1,0,0,0,0,1
2.07,826,19,1,7,8,5,6,1,2,1,0,0,0,0,0,1,0
2.73,1123,18,0,6,8,8,6,1,1,1,0,0,0,0,0,1,0
2.06,1170,17,0,7,9,3,3,0,0,0,1,0,0,0,0,0,0
2.6,1025,19,1,9,5,4,7,0,1,1,0,1,0,0,0,0,0
2.88,1086,17,0,5,7,6,9,0,0,0,0,1,0,0,0,0,1
3.41,1330,17,1,8,7,3,8,0,0,0,1,0,0,0,0,0,1
2.94,1211,17,1,7,7,10,9,0,0,0,1,0,0,0,0,0,1
2.95,1251,20,0,6,6,6,4,0,0,1,0,0,0,0,0,1,0
3.29,1146,20,0,3,8,5,8,0,0,0,0,0,1,0,0,0,1
2.35,1086,18,1,6,8,7,5,0,1,0,0,1,0,0,0,0,0
2.78,1145,18,1,8,6,8,8,0,1,0,1,0,0,0,0,0,0
2.95,1274,18,0,7,6,7,5,0,2,0,0,0,0,0,0,1,1
3.1,976,18,0,4,5,6,7,0,0,1,0,0,0,0,1,0,0
3.24,1447,18,1,9,7,5,10,1,0,0,0,0,0,0,1,0,1
3.95,1286,18,1,10,7,8,8,0,3,1,0,0,1,0,0,0,1
3.65,1119,18,0,6,6,9,5,0,1,1,0,0,0,0,0,1,1
2.82,1322,18,1,10,4,6,4,1,2,1,0,0,1,0,0,0,0
3.07,1383,18,0,5,6,5,8,0,1,1,0,0,0,1,0,0,1
3.04,1150,18,1,4,5,7,9,0,1,0,0,1,0,0,0,0,1
2.94,1167,23,1,4,7,7,7,0,0,0,0,1,0,0,0,0,0
3.34,1424,17,0,7,10,4,5,1,2,0,0,0,1,0,0,0,1
2.27,1517,18,0,3,7,5,7,1,0,0,0,0,1,0,0,0,1
3.64,1204,18,0,6,9,10,7,0,0,0,0,0,1,0,0,0,1
4.0,1026,17,0,10,5,4,6,0,1,0,0,0,0,0,0,1,1
3.07,1129,18,0,3,7,5,5,0,1,1,0,0,0,1,0,0,0
3.06,1354,17,0,5,9,5,9,0,2,1,1,0,0,0,0,0,1
3.28,1045,18,1,4,3,5,10,0,0,0,0,0,0,1,0,0,0
3.71,1168,18,0,6,6,6,9,0,1,0,0,0,0,1,0,0,1
3.04,1243,19,0,6,8,7,2,0,1,0,0,0,0,0,1,0,1
3.67,1061,18,1,5,6,9,9,0,0,0,1,0,0,0,0,0,1
3.44,1364,17,0,6,5,7,8,0,2,1,0,0,1,0,0,0,1
4.0,1304,19,0,8,5,5,5,0,1,0,0,0,0,0,0,1,1
3.04,1501,17,0,9,7,10,3,0,1,0,0,1,0,0,0,0,1
2.21,1317,19,1,6,3,2,6,1,3,0,0,0,1,0,0,0,0
2.48,1055,22,1,7,7,8,7,0,1,0,0,0,0,0,1,0,0
3.21,1279,18,1,7,8,4,4,0,2,0,0,0,0,0,0,1,0
3.71,1348,21,1,4,6,6,9,0,2,0,1,0,0,0,0,0,1
2.87,1355,19,0,6,3,8,9,0,1,0,0,1,0,0,0,0,1
3.08,1083,21,0,5,5,3,7,0,2,0,0,0,1,0,0,0,0
3.54,1065,18,0,8,6,7,4,0,0,0,0,0,1,0,0,0,1
2.72,1029,17,0,10,4,7,6,0,2,0,0,0,0,0,0,1,0
2.89,1440,20,1,5,7,9,8,0,0,1,0,0,0,0,1,0,1
2.62,1293,17,0,9,7,10,8,0,2,0,0,0,0,0,1,0,1
3.79,1076,17,0,4,9,3,5,1,1,0,0,0,1,0,0,0,1
3.97,1219,17,0,7,6,9,5,0,2,0,0,0,0,0,1,0,1
2.41,1181,18,1,7,7,6,5,0,2,0,1,0,0,0,0,0,0
3.13,1054,18,1,4,5,5,6,0,1,0,0,0,1,0,0,0,0
3.9,1205,19,1,5,6,7,6,0,1,0,0,0,1,0,0,0,1
3.4,1228,21,0,5,8,4,5,1,2,0,0,0,0,0,1,0,1
2.96,1489,17,1,4,6,4,6,0,0,0,0,0,0,0,0,1,0
2.43,1101,23,1,1,8,3,7,0,0,0,0,0,0,0,0,1,0
3.78,943,21,1,6,6,8,9,0,1,0,0,0,0,1,0,0,1
3.38,1042,17,0,6,4,7,3,1,1,1,0,0,1,0,0,0,0
2.46,1066,18,1,6,5,5,9,0,0,0,1,0,0,0,0,0,0
3.79,1135,19,1,8,10,10,5,0,0,0,0,1,0,0,0,0,1
2.4,1043,18,1,3,6,5,10,0,0,0,0,0,0,1,0,0,0
3.09,1323,19,1,6,3,9,8,1,0,0,1,0,0,0,0,0,1
3.07,1032,19,1,10,4,7,8,0,0,1,0,0,1,0,0,0,0
4.0,1203,18,1,8,5,5,6,0,0,0,1,0,0,0,0,0,1
3.07,1500,17,1,8,5,6,10,0,0,1,0,1,0,0,0,0,1
3.07,1283,18,0,4,4,4,6,0,1,0,0,0,0,1,0,0,0
2.52,1267,17,0,6,9,7,10,0,0,0,0,0,0,1,0,0,1
2.88,1478,18,1,2,8,7,5,0,3,0,0,0,0,1,0,0,1
2.79,1386,19,1,8,6,8,8,0,1,1,0,0,1,0,0,0,1
2.82,1284,18,1,9,5,8,10,1,0,0,0,0,0,0,0,1,1
3.2,1153,25,1,4,6,7,5,0,0,0,0,0,0,0,0,1,0
2.0,1196,18,1,4,10,4,7,0,2,0,0,1,0,0,0,0,0
2.44,1189,19,0,6,5,8,5,0,0,0,0,0,0,0,0,1,0
3.14,1139,18,1,7,3,7,7,0,3,1,0,0,0,1,0,0,0
3.26,1231,25,0,5,8,3,10,0,1,0,0,0,0,0,0,1,1
3.08,1252,19,1,5,9,7,5,0,1,0,0,1,0,0,0,0,1
3.18,1013,17,1,5,9,7,7,0,3,0,0,1,0,0,0,0,1
3.0,1444,23,0,6,6,6,5,0,1,0,0,0,0,0,0,1,1
3.19,1261,18,0,8,6,6,6,1,3,0,0,0,0,1,0,0,1
3.42,1160,17,1,6,10,5,8,0,3,0,0,0,1,0,0,0,1
3.41,1233,18,1,6,8,7,6,0,3,0,0,0,1,0,0,0,1
2.86,1339,20,0,3,6,7,10,0,2,0,0,1,0,0,0,0,1
3.66,979,18,0,8,8,5,7,0,0,1,0,0,0,0,0,1,1
3.28,1184,18,0,6,6,10,4,1,0,0,0,0,0,0,0,1,1
3.82,1022,19,1,6,7,5,7,0,0,0,0,0,0,0,1,0,1
3.92,1598,19,0,7,7,1,9,0,3,0,1,0,0,0,0,0,1
2.48,1220,18,1,5,8,6,8,0,0,0,0,0,0,1,0,0,0
2.77,1023,17,0,6,5,9,7,0,0,0,0,1,0,0,0,0,1
3.61,1600,17,1,7,7,6,6,0,2,1,1,0,0,0,0,0,1
2.37,1119,19,1,5,4,3,6,0,0,0,0,0,0,1,0,0,0
3.91,1168,19,1,3,10,4,7,0,1,0,0,0,0,0,1,0,1
3.03,1179,17,0,3,6,4,2,0,3,0,0,1,0,0,0,0,0
3.49,1072,18,1,7,3,5,7,0,1,0,0,0,0,1,0,0,0
3.14,1237,17,1,6,10,6,8,0,1,0,0,1,0,0,0,0,1
2.5,868,19,0,6,5,7,5,0,1,1,0,0,0,0,1,0,0
3.73,1362,17,1,4,7,7,7,0,1,1,0,0,0,1,0,0,1
4.0,1030,17,0,6,3,7,7,0,0,0,1,0,0,0,0,0,1
2.94,1137,17,0,6,6,10,8,0,1,0,0,1,0,0,0,0,1
3.04,1312,18,1,5,10,8,7,0,0,0,0,0,0,1,0,0,1
